Mod:Item:MetaData, Localized Name
projectred-core:multimeter, 调线工具
projectred-integration:gate:0, 或门
projectred-integration:gate:1, 或非门
projectred-integration:gate:2, 非门
projectred-integration:gate:3, 与门
projectred-integration:gate:4, 与非门
projectred-integration:gate:5, 异或门
projectred-integration:gate:6, 异或非门
projectred-integration:gate:7, 缓冲器
projectred-integration:gate:8, 多路复用器
projectred-integration:gate:9, 脉冲发生器
projectred-integration:gate:10, 中继器
projectred-integration:gate:11, 随机信号发生器
projectred-integration:gate:12, RS锁存器
projectred-integration:gate:13, T触发器
projectred-integration:gate:14, 透明锁存器
projectred-integration:gate:15, 光照传感器
projectred-integration:gate:16, 雨雪传感器
projectred-integration:gate:17, 计时器
projectred-integration:gate:18, 序列发生器
projectred-integration:gate:19, 计数器
projectred-integration:gate:20, 状态单元
projectred-integration:gate:21, 同步器
projectred-integration:gate:22, 总线收发器
projectred-integration:gate:23, 空单元
projectred-integration:gate:24, 转换单元
projectred-integration:gate:25, 缓冲单元
projectred-integration:gate:26, 比较器
projectred-integration:gate:27, 与单元
projectred-integration:gate:28, 总线随机发生器
projectred-integration:gate:29, 总线转换器
projectred-integration:gate:30, 总线输入板
projectred-integration:gate:31, 数据储存器
projectred-integration:gate:32, 分段显示门
projectred-integration:gate:33, 减速随机发生器
projectred-integration:gate:34, IC门
projectred-transmission:wire:0, 红色合金丝
projectred-transmission:wire:1, 白色绝缘线缆
projectred-transmission:wire:2, 橙色绝缘线缆
projectred-transmission:wire:3, 品红色绝缘线缆
projectred-transmission:wire:4, 淡蓝色绝缘线缆
projectred-transmission:wire:5, 黄色绝缘线缆
projectred-transmission:wire:6, 黄绿色绝缘线缆
projectred-transmission:wire:7, 粉色绝缘线缆
projectred-transmission:wire:8, 灰色绝缘线缆
projectred-transmission:wire:9, 淡灰色绝缘线缆
projectred-transmission:wire:10, 青色绝缘线缆
projectred-transmission:wire:11, 紫色绝缘线缆
projectred-transmission:wire:12, 蓝色绝缘线缆
projectred-transmission:wire:13, 棕色绝缘线缆
projectred-transmission:wire:14, 绿色绝缘线缆
projectred-transmission:wire:15, 红色绝缘线缆
projectred-transmission:wire:16, 黑色绝缘线缆
projectred-transmission:wire:17, 集束线缆
projectred-transmission:wire:18, 白色集束线缆
projectred-transmission:wire:19, 橙色集束线缆
projectred-transmission:wire:20, 品红色集束线缆
projectred-transmission:wire:21, 淡蓝色集束线缆
projectred-transmission:wire:22, 黄色集束线缆
projectred-transmission:wire:23, 黄绿色集束线缆
projectred-transmission:wire:24, 粉色集束线缆
projectred-transmission:wire:25, 灰色集束线缆
projectred-transmission:wire:26, 淡灰色集束线缆
projectred-transmission:wire:27, 青色集束线缆
projectred-transmission:wire:28, 紫色集束线缆
projectred-transmission:wire:29, 蓝色集束线缆
projectred-transmission:wire:30, 棕色集束线缆
projectred-transmission:wire:31, 绿色集束线缆
projectred-transmission:wire:32, 红色集束线缆
projectred-transmission:wire:33, 黑色集束线缆
projectred-transmission:wire:34, 低负载功率线缆
projectred-transmission:framed_wire:0, 框架红色合金丝
projectred-transmission:framed_wire:1, 框架白色绝缘线缆
projectred-transmission:framed_wire:2, 框架橙色绝缘线缆
projectred-transmission:framed_wire:3, 框架品红色绝缘线缆
projectred-transmission:framed_wire:4, 框架淡蓝色绝缘线缆
projectred-transmission:framed_wire:5, 框架黄色绝缘线缆
projectred-transmission:framed_wire:6, 框架黄绿色绝缘线缆
projectred-transmission:framed_wire:7, 框架粉色绝缘线缆
projectred-transmission:framed_wire:8, 框架灰色绝缘线缆
projectred-transmission:framed_wire:9, 框架淡灰色绝缘线缆
projectred-transmission:framed_wire:10, 框架青色绝缘线缆
projectred-transmission:framed_wire:11, 框架紫色绝缘线缆
projectred-transmission:framed_wire:12, 框架蓝色绝缘线缆
projectred-transmission:framed_wire:13, 框架棕色绝缘线缆
projectred-transmission:framed_wire:14, 框架绿色绝缘线缆
projectred-transmission:framed_wire:15, 框架红色绝缘线缆
projectred-transmission:framed_wire:16, 框架黑色绝缘线缆
projectred-transmission:framed_wire:17, 框架集束线缆
projectred-transmission:framed_wire:34, 框架低负载功率线缆
projectred-fabrication:ic_machine:0, IC工作台
projectred-fabrication:ic_machine:1, IC印刷机
projectred-fabrication:ic_blueprint, IC蓝图
projectred-fabrication:ic_chip:0, IC芯片
projectred-fabrication:ic_chip:1, 创造模式IC芯片
projectred-illumination:lamp:0, 白色灯
projectred-illumination:lamp:1, 橙色灯
projectred-illumination:lamp:2, 品红色灯
projectred-illumination:lamp:3, 淡蓝色灯
projectred-illumination:lamp:4, 黄色灯
projectred-illumination:lamp:5, 黄绿色灯
projectred-illumination:lamp:6, 粉色灯
projectred-illumination:lamp:7, 灰色灯
projectred-illumination:lamp:8, 淡灰色灯
projectred-illumination:lamp:9, 青色灯
projectred-illumination:lamp:10, 紫色灯
projectred-illumination:lamp:11, 蓝色灯
projectred-illumination:lamp:12, 棕色灯
projectred-illumination:lamp:13, 绿色灯
projectred-illumination:lamp:14, 红色灯
projectred-illumination:lamp:15, 黑色灯
projectred-illumination:lamp:16, 反相白色灯
projectred-illumination:lamp:17, 反相橙色灯
projectred-illumination:lamp:18, 反相品红色灯
projectred-illumination:lamp:19, 反相淡蓝色灯
projectred-illumination:lamp:20, 反相黄色灯
projectred-illumination:lamp:21, 反相黄绿色灯
projectred-illumination:lamp:22, 反相粉色灯
projectred-illumination:lamp:23, 反相灰色灯
projectred-illumination:lamp:24, 反相淡灰色灯
projectred-illumination:lamp:25, 反相青色灯
projectred-illumination:lamp:26, 反相紫色灯
projectred-illumination:lamp:27, 反相蓝色灯
projectred-illumination:lamp:28, 反相棕色灯
projectred-illumination:lamp:29, 反相绿色灯
projectred-illumination:lamp:30, 反相红色灯
projectred-illumination:lamp:31, 反相黑色灯
projectred-illumination:light_button:0, 白色照明按钮
projectred-illumination:light_button:1, 橙色照明按钮
projectred-illumination:light_button:2, 品红色照明按钮
projectred-illumination:light_button:3, 淡蓝色照明按钮
projectred-illumination:light_button:4, 黄色照明按钮
projectred-illumination:light_button:5, 黄绿色照明按钮
projectred-illumination:light_button:6, 粉色照明按钮
projectred-illumination:light_button:7, 灰色照明按钮
projectred-illumination:light_button:8, 淡灰色照明按钮
projectred-illumination:light_button:9, 青色照明按钮
projectred-illumination:light_button:10, 紫色照明按钮
projectred-illumination:light_button:11, 蓝色照明按钮
projectred-illumination:light_button:12, 棕色照明按钮
projectred-illumination:light_button:13, 绿色照明按钮
projectred-illumination:light_button:14, 红色照明按钮
projectred-illumination:light_button:15, 黑色照明按钮
projectred-illumination:feedback_light_button:0, 白色照明反馈按钮
projectred-illumination:feedback_light_button:1, 橙色照明反馈按钮
projectred-illumination:feedback_light_button:2, 品红色照明反馈按钮
projectred-illumination:feedback_light_button:3, 淡蓝色照明反馈按钮
projectred-illumination:feedback_light_button:4, 黄色照明反馈按钮
projectred-illumination:feedback_light_button:5, 黄绿色照明反馈按钮
projectred-illumination:feedback_light_button:6, 粉色照明反馈按钮
projectred-illumination:feedback_light_button:7, 灰色照明反馈按钮
projectred-illumination:feedback_light_button:8, 淡灰色照明反馈按钮
projectred-illumination:feedback_light_button:9, 青色照明反馈按钮
projectred-illumination:feedback_light_button:10, 紫色照明反馈按钮
projectred-illumination:feedback_light_button:11, 蓝色照明反馈按钮
projectred-illumination:feedback_light_button:12, 棕色照明反馈按钮
projectred-illumination:feedback_light_button:13, 绿色照明反馈按钮
projectred-illumination:feedback_light_button:14, 红色照明反馈按钮
projectred-illumination:feedback_light_button:15, 黑色照明反馈按钮
projectred-illumination:lantern:0, 白色灯笼
projectred-illumination:lantern:1, 橙色灯笼
projectred-illumination:lantern:2, 品红色灯笼
projectred-illumination:lantern:3, 淡蓝色灯笼
projectred-illumination:lantern:4, 黄色灯笼
projectred-illumination:lantern:5, 黄绿色灯笼
projectred-illumination:lantern:6, 粉色灯笼
projectred-illumination:lantern:7, 灰色灯笼
projectred-illumination:lantern:8, 淡灰色灯笼
projectred-illumination:lantern:9, 青色灯笼
projectred-illumination:lantern:10, 紫色灯笼
projectred-illumination:lantern:11, 蓝色灯笼
projectred-illumination:lantern:12, 棕色灯笼
projectred-illumination:lantern:13, 绿色灯笼
projectred-illumination:lantern:14, 红色灯笼
projectred-illumination:lantern:15, 黑色灯笼
projectred-illumination:inverted_lantern:0, 反相白色灯笼
projectred-illumination:inverted_lantern:1, 反相橙色灯笼
projectred-illumination:inverted_lantern:2, 反相品红色灯笼
projectred-illumination:inverted_lantern:3, 反相淡蓝色灯笼
projectred-illumination:inverted_lantern:4, 反相黄色灯笼
projectred-illumination:inverted_lantern:5, 反相黄绿色灯笼
projectred-illumination:inverted_lantern:6, 反相粉色灯笼
projectred-illumination:inverted_lantern:7, 反相灰色灯笼
projectred-illumination:inverted_lantern:8, 反相淡灰色灯笼
projectred-illumination:inverted_lantern:9, 反相青色灯笼
projectred-illumination:inverted_lantern:10, 反相紫色灯笼
projectred-illumination:inverted_lantern:11, 反相蓝色灯笼
projectred-illumination:inverted_lantern:12, 反相棕色灯笼
projectred-illumination:inverted_lantern:13, 反相绿色灯笼
projectred-illumination:inverted_lantern:14, 反相红色灯笼
projectred-illumination:inverted_lantern:15, 反相黑色灯笼
projectred-illumination:fixture_light:0, 白色灯具
projectred-illumination:fixture_light:1, 橙色灯具
projectred-illumination:fixture_light:2, 品红色灯具
projectred-illumination:fixture_light:3, 淡蓝色灯具
projectred-illumination:fixture_light:4, 黄色灯具
projectred-illumination:fixture_light:5, 黄绿色灯具
projectred-illumination:fixture_light:6, 粉色灯具
projectred-illumination:fixture_light:7, 灰色灯具
projectred-illumination:fixture_light:8, 淡灰色灯具
projectred-illumination:fixture_light:9, 青色灯具
projectred-illumination:fixture_light:10, 紫色灯具
projectred-illumination:fixture_light:11, 蓝色灯具
projectred-illumination:fixture_light:12, 棕色灯具
projectred-illumination:fixture_light:13, 绿色灯具
projectred-illumination:fixture_light:14, 红色灯具
projectred-illumination:fixture_light:15, 黑色灯具
projectred-illumination:inverted_fixture_light:0, 反相白色灯具
projectred-illumination:inverted_fixture_light:1, 反相橙色灯具
projectred-illumination:inverted_fixture_light:2, 反相品红色灯具
projectred-illumination:inverted_fixture_light:3, 反相淡蓝色灯具
projectred-illumination:inverted_fixture_light:4, 反相黄色灯具
projectred-illumination:inverted_fixture_light:5, 反相黄绿色灯具
projectred-illumination:inverted_fixture_light:6, 反相粉色灯具
projectred-illumination:inverted_fixture_light:7, 反相灰色灯具
projectred-illumination:inverted_fixture_light:8, 反相淡灰色灯具
projectred-illumination:inverted_fixture_light:9, 反相青色灯具
projectred-illumination:inverted_fixture_light:10, 反相紫色灯具
projectred-illumination:inverted_fixture_light:11, 反相蓝色灯具
projectred-illumination:inverted_fixture_light:12, 反相棕色灯具
projectred-illumination:inverted_fixture_light:13, 反相绿色灯具
projectred-illumination:inverted_fixture_light:14, 反相红色灯具
projectred-illumination:inverted_fixture_light:15, 反相黑色灯具
projectred-illumination:fallout_lamp:0, 白色罩灯
projectred-illumination:fallout_lamp:1, 橙色罩灯
projectred-illumination:fallout_lamp:2, 品红色罩灯
projectred-illumination:fallout_lamp:3, 淡蓝色罩灯
projectred-illumination:fallout_lamp:4, 黄色罩灯
projectred-illumination:fallout_lamp:5, 黄绿色罩灯
projectred-illumination:fallout_lamp:6, 粉色罩灯
projectred-illumination:fallout_lamp:7, 灰色罩灯
projectred-illumination:fallout_lamp:8, 淡灰色罩灯
projectred-illumination:fallout_lamp:9, 青色罩灯
projectred-illumination:fallout_lamp:10, 紫色罩灯
projectred-illumination:fallout_lamp:11, 蓝色罩灯
projectred-illumination:fallout_lamp:12, 棕色罩灯
projectred-illumination:fallout_lamp:13, 绿色罩灯
projectred-illumination:fallout_lamp:14, 红色罩灯
projectred-illumination:fallout_lamp:15, 黑色罩灯
projectred-illumination:inverted_fallout_lamp:0, Inverted White Fallout Light
projectred-illumination:inverted_fallout_lamp:1, Inverted Orange Fallout Light
projectred-illumination:inverted_fallout_lamp:2, Inverted Magenta Fallout Light
projectred-illumination:inverted_fallout_lamp:3, Inverted Light Blue Fallout Light
projectred-illumination:inverted_fallout_lamp:4, Inverted Yellow Fallout Light
projectred-illumination:inverted_fallout_lamp:5, Inverted Lime Fallout Light
projectred-illumination:inverted_fallout_lamp:6, Inverted Pink Fallout Light
projectred-illumination:inverted_fallout_lamp:7, Inverted Grey Fallout Light
projectred-illumination:inverted_fallout_lamp:8, Inverted Light Grey Fallout Light
projectred-illumination:inverted_fallout_lamp:9, Inverted Cyan Fallout Light
projectred-illumination:inverted_fallout_lamp:10, Inverted Purple Fallout Light
projectred-illumination:inverted_fallout_lamp:11, Inverted Blue Fallout Light
projectred-illumination:inverted_fallout_lamp:12, Inverted Brown Fallout Light
projectred-illumination:inverted_fallout_lamp:13, Inverted Green Fallout Light
projectred-illumination:inverted_fallout_lamp:14, Inverted Red Fallout Light
projectred-illumination:inverted_fallout_lamp:15, Inverted Black Fallout Light
projectred-illumination:cage_lamp:0, 白色笼灯
projectred-illumination:cage_lamp:1, 橙色笼灯
projectred-illumination:cage_lamp:2, 品红色笼灯
projectred-illumination:cage_lamp:3, 浅蓝色笼灯
projectred-illumination:cage_lamp:4, 黄色笼灯
projectred-illumination:cage_lamp:5, 黄绿色笼灯
projectred-illumination:cage_lamp:6, 粉色笼灯
projectred-illumination:cage_lamp:7, 灰色笼灯
projectred-illumination:cage_lamp:8, 浅灰色笼灯
projectred-illumination:cage_lamp:9, 青色笼灯
projectred-illumination:cage_lamp:10, 紫色笼灯
projectred-illumination:cage_lamp:11, 蓝色笼灯
projectred-illumination:cage_lamp:12, 棕色笼灯
projectred-illumination:cage_lamp:13, 绿色笼灯
projectred-illumination:cage_lamp:14, 红色笼灯
projectred-illumination:cage_lamp:15, 黑色笼灯
projectred-illumination:inverted_cage_lamp:0, 反相白色笼灯
projectred-illumination:inverted_cage_lamp:1, 反相橙色笼灯
projectred-illumination:inverted_cage_lamp:2, 反相品红色笼灯
projectred-illumination:inverted_cage_lamp:3, 反相浅蓝色笼灯
projectred-illumination:inverted_cage_lamp:4, 反相黄色笼灯
projectred-illumination:inverted_cage_lamp:5, 反相黄绿色笼灯
projectred-illumination:inverted_cage_lamp:6, 反相粉色笼灯
projectred-illumination:inverted_cage_lamp:7, 反相灰色笼灯
projectred-illumination:inverted_cage_lamp:8, 反相浅灰色笼灯
projectred-illumination:inverted_cage_lamp:9, 反相青色笼灯
projectred-illumination:inverted_cage_lamp:10, 反相紫色笼灯
projectred-illumination:inverted_cage_lamp:11, 反相蓝色笼灯
projectred-illumination:inverted_cage_lamp:12, 反相棕色笼灯
projectred-illumination:inverted_cage_lamp:13, 反相绿色笼灯
projectred-illumination:inverted_cage_lamp:14, 反相红色笼灯
projectred-illumination:inverted_cage_lamp:15, 反相黑色笼灯
projectred-expansion:solar_panel, 太阳能电池板
projectred-expansion:empty_battery, 空电池
projectred-expansion:charged_battery, 电池
projectred-expansion:jetpack, 喷气发动机组件
projectred-expansion:electric_screwdriver, 电动螺丝刀
projectred-expansion:infused_ender_pearl, 浸渍末影珍珠
projectred-expansion:plan, 计划合成表
projectred-expansion:machine1:0, 感应炉
projectred-expansion:machine1:1, 蓝石发电机
projectred-expansion:machine2:0, 方块破坏机
projectred-expansion:machine2:1, 物品输入机
projectred-expansion:machine2:2, 方块放置机
projectred-expansion:machine2:3, 过滤物品输入机
projectred-expansion:machine2:4, 点火机
projectred-expansion:machine2:5, 电池盒
projectred-expansion:machine2:6, 充电台
projectred-expansion:machine2:7, 传输机
projectred-expansion:machine2:8, 框架电机
projectred-expansion:machine2:9, 框架线形执行机
projectred-expansion:machine2:10, 工程台
projectred-expansion:machine2:11, 自动工作台
projectred-expansion:machine2:12, 盒子破坏机
projectred-relocation:frame, 框架
projectred-transportation:pipe:0, 物品运输管道
projectred-transportation:pipe:1, 路由交错管道
projectred-transportation:pipe:2, 路由接口管道
projectred-transportation:pipe:3, 路由请求管道
projectred-transportation:pipe:4, 路由防火墙管道
projectred-transportation:pipe:32, 网络值管道
projectred-transportation:pipe:33, 网络延迟管道
projectred-transportation:pipe:64, 压力管道
projectred-transportation:pipe:65, 耐压管道
projectred-transportation:routing_chip:0, 物品响应芯片
projectred-transportation:routing_chip:1, 动态物品响应芯片
projectred-transportation:routing_chip:2, 物品过载响应芯片
projectred-transportation:routing_chip:3, 物品终端芯片
projectred-transportation:routing_chip:4, 物品抽取芯片
projectred-transportation:routing_chip:5, 物品广播芯片
projectred-transportation:routing_chip:6, 物品库存保持芯片
projectred-transportation:routing_chip:7, 物品合成芯片
projectred-transportation:routing_chip:8, 物品合成扩展芯片
projectred-transportation:router_utility, 路由器工具
projectred-exploration:wool_gin, 轧线器
projectred-exploration:backpack:0, 白色背包
projectred-exploration:backpack:1, 橙色背包
projectred-exploration:backpack:2, 品红色背包
projectred-exploration:backpack:3, 淡蓝色背包
projectred-exploration:backpack:4, 黄色背包
